"","country_name_en","iso3c","iso3n","X1","iso2c","fish_supply_daily_g_protein_percap","percent_animal_protein_fish","total_renewable_water","eez_total","ifa_total","pp_eez_weighted","mean_educ","fish_relative_caloric_price","mean_gdp","mean_educ_gender_gap","mean_women_educ","mean_men_educ","mean_wage_gap_all_sectors","mean_wage_gap_fishing_sector","inland_water_min","inland_water_max","direct_w_esitimated_ssf","indirect_w_esitimated_ssf","mean_population","mean_pov_prop","mean_prod_carps_etc","mean_prod_misc_freshwater_fishes","mean_prod_salmons_etc","mean_prod_clams_etc","mean_prod_cod_etc","mean_prod_corals","mean_prod_crabs_etc","mean_prod_flounders_etc","mean_prod_freshwater_crustacea","mean_prod_herrings_etc","mean_prod_lobsters_etc","mean_prod_marine_fishes_noID","mean_prod_misc_coastal_fishes","mean_prod_misc_demersal_fishes","mean_prod_misc_pelagic_fishes","mean_prod_mussels","mean_prod_river_eels","mean_prod_sea_urchins_etc","mean_prod_shads","mean_prod_sharks_etc","mean_prod_shrimps_etc","mean_prod_squids_etc","mean_prod_tunas_etc","mean_prod_misc_marine_crustacea","mean_prod_misc_marine_molluscs","mean_prod_oysters","mean_prod_tilapias_etc","mean_prod_abalones_etc","mean_prod_brown_seaweeds","mean_prod_frogs_etc","mean_prod_green_seaweeds","mean_prod_king_crabs_etc","mean_prod_krill_etc","mean_prod_misc_plants","mean_prod_scallops_etc","mean_prod_sturgeons_etc","mean_prod_misc_aqua_inverts","mean_prod_misc_diadromous_fishes","mean_prod_pearls_etc","mean_prod_tunicates","mean_prod_sponges","mean_prod_turtles","mean_prod_red_seaweeds","mean_prod_misc_aqua_mammals","mean_prod_freshwater_molluscs","mean_pro_horeshoe_crabs_etc","mean_aquaculture_production_freshwater","mean_capture_production","mean_aquaculture_production_marine","mean_aquaculture_production_brackish","mean_total_production","mean.prop.ageing","mean.prop.underfive","mean.prop.working","age.dep.ratio","sat_model_est_pov","mean_voice_account","mean_women_parl_perc","female_particip_ssf","count_femal_particip_ssf","mean_imports_tonnes","mean_exports_tonnes","mean_imports_USD1000","mean_exports_USD1000","nb_languages_established","language_diversity","prop_pop_l1_inst","cultural_hegmony_0_low"
"188","Qatar","QAT",634,187,"QA",NA,NA,0.058,31819,24274,1180.11,0.436912377777778,3.92,122506.113785169,1.36412717405998,55.8028944444444,40.9073988888889,0.820572311185125,0,0,0,7.9,11,1948808,NA,NA,0,NA,NA,NA,NA,158.636363636364,NA,NA,0,11.9090909090909,1014.45454545455,8713.54545454545,NA,2223,NA,NA,NA,NA,8.90909090909091,0,60.3636363636364,2288.81818181818,NA,NA,NA,34.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9090909090909,14479.6363636364,0,NA,14514.5454545455,0.0113410357903155,0.0491130301896673,0.85545796416239,0.168964510113757,0.014253200598757,-1.07494509220123,0,0.02,40,25674.0909090909,2705.81818181818,62885.5454545455,2211.18181818182,3,0.825,0.1705286025,0
"189","R<U+00E9>union","REU",638,188,"RE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272727272727273,31.3636363636364,NA,NA,NA,1.1,NA,0,2.625,NA,48.5454545454545,86.8181818181818,1.90909090909091,243.363636363636,NA,NA,NA,NA,44.6363636363636,1.375,0.272727272727273,2580.18181818182,NA,NA,NA,55.6363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,87,2979.63636363636,30.2727272727273,0,3096.90909090909,0.105420420931653,0.0792520535967183,0.654332160274563,0.52827579127456,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.452,0.1427140711,0
"190","Romania","ROU",642,189,"RO",1.66,3.01161103047895,212,29756,10790,1266.53,0.64847539,4.04,18063.1634208308,0.828867545886817,59.028937,71.216369,0.902560184078852,1.13877611126535,4.56,8.88,23,50,20258644.8181818,0.235909090909091,12263.603,955.714,1199.30045454545,NA,19.9090909090909,NA,NA,47.3254545454545,0.214545454545455,197.272727272727,NA,8.24090909090909,25.7272727272727,0,16.1818181818182,22.5127272727273,8.1,NA,351.545454545455,5.90909090909091,NA,0,0,0,0,0.065,NA,1367.27272727273,NA,0.272727272727273,NA,NA,NA,NA,NA,12.9178181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10516.3952727273,5970.81818181818,14.8181818181818,NA,16502.0316363636,0.172878491391606,0.0507816977423222,0.671047331957769,0.490207847310141,0.268867755599119,0.440556276928295,0.121418189957506,0.02,460,92325.6363636364,3495.63636363636,203312.636363636,12119.2727272727,23,0.153,0.632009111,0
"191","Serbia","SRB",688,190,"RS",1.71666666666667,4.11901143725506,162.2,NA,NA,NA,0.6661999125,3.9,13366.5686571132,0.816626050636723,60.20910375,73.7291,0.935319593618717,NA,0.85,1.72,NA,NA,7239745.63636364,0.2556,8224.18909090909,1728.50181818182,793.222727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7040.91363636364,3727.72727272727,NA,NA,10768.6409090909,0.169185018439118,0.0505122099040311,0.667926901840126,0.497169820896597,0.0566232394830376,0.220654455394569,0.261454545454545,NA,NA,32839.3636363636,913.363636363636,86230.0909090909,4665.09090909091,16,0.224,0.7576534937,0
"192","Russia","RUS",643,191,"RU",6.89666666666667,11.1344311699494,4525,7882954,1367578,502.34134581034,0.8202943,6.82,21704.776938751,0.973360194795642,81.04854,83.26675,NA,NA,786.57,1137.2,380,860,143287317.272727,0.126727272727273,187552.636363636,46838.7272727273,458329.454545455,1529.54545454545,2206210.09090909,NA,29288.2727272727,108769.090909091,4180.45454545455,537332.818181818,0,1519.18181818182,79147.4545454545,50072.3636363636,312593.545454545,318.727272727273,15.1818181818182,10848.5454545455,12097.2727272727,3672.72727272727,10848,73698.5454545455,1510.90909090909,30.0909090909091,0,67.0909090909091,30.9090909090909,5480,8296.54545454545,NA,NA,20355.0909090909,1631,22.4545454545455,7327.72727272727,2868.81818181818,480.636363636364,1441.09090909091,0,1.90909090909091,22.7272727272727,NA,741.272727272727,NA,558.454545454545,NA,124357.272727273,4042303.45454545,10008.3636363636,0,4176669.09090909,0.140563927522946,0.0613194710946878,0.692214870766808,0.444638135110041,0.154506783515962,-0.996378622271799,0.132988949901702,0.02,400,957093.454545455,1683937.63636364,2338305.54545455,3077577.45454545,110,0.283,0.815596936,0
"193","Rwanda","RWA",646,192,"RW",2.17666666666667,20.7829408020369,13.3,NA,NA,NA,0.0813932,5.5,1448.78489834612,0.606348440511716,6.283695,10.363175,0.743120260021669,NA,1.7,3.37,NA,NA,10312710.1818182,0.3865,175.222727272727,13061.1090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4750.75545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.996363636364,17355.0909090909,NA,NA,17987.0872727273,0.027930646264988,0.150477429112228,0.566719007816562,0.764542897286558,0.53963824144097,-1.21859667517922,0.576136363636364,NA,NA,11374.2727272727,692.8,9096.72727272727,564.181818181818,3,0.089,0.9004895225,1
"194","Saudi Arabia","SAU",682,193,"SA",3.23666666666667,7.84266214360714,2.4,220184,96321,788.476455328271,0.4838389,4.41,51880.3270673278,0.903076199617154,45.37957,50.24999,0.961267952033177,NA,3.6,4.19,17,23,28379621.3636364,NA,0,82.0909090909091,NA,NA,NA,NA,3777.18181818182,83.8181818181818,NA,291.363636363636,19.3,1102,29895.6681818182,0,13725.2727272727,NA,NA,7.33333333333333,NA,1128.09090909091,23058.9090909091,1970.27272727273,7928.45454545455,NA,NA,NA,4939.26363636364,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,1152.72727272727,NA,NA,NA,NA,NA,NA,NA,NA,4747.76363636364,67262,16866.5772727273,297.590909090909,89173.9318181818,0.0316287200496169,0.0953687355304928,0.700962921511886,0.426608982174307,0.0256789875965348,-1.79668396169489,0.0722456351595426,0.02,183,202685.272727273,27798.1818181818,460835.727272727,74940.4545454545,11,0.427,0.01932457072,0
"195","Solomon Islands","SLB",90,194,"SB",11.4,39.8601398601399,44.7,1596464,29737,265.4,NA,NA,1989.80797576502,NA,NA,NA,NA,NA,2.5,3.4,18,1.6,545287.818181818,0.127,NA,0,NA,5,NA,1.979,NA,NA,NA,NA,NA,9915.63636363636,NA,NA,NA,NA,NA,203.636363636364,NA,26.8181818181818,15.1818181818182,NA,34480.7272727273,NA,NA,NA,1.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.975909090909,NA,NA,0,6861.23636363636,NA,NA,NA,1.625,44756.2333636364,1,NA,44757.597,0.0351133198004564,0.152069696048129,0.56084865799788,0.783012200777664,0.406297702752718,0.199541572925889,0.00909090909090909,0.42,3234,1093.09090909091,22785.6363636364,2593.27272727273,36795.0909090909,76,0.968,0.05095188057,0.97
"196","Seychelles","SYC",690,195,"SC",NA,NA,NA,1331964,31750,357.03,NA,3.15,21132.5964801878,NA,NA,NA,NA,NA,NA,NA,2.6,4.3,88982.2727272727,0.393,NA,0,NA,NA,0,NA,19,NA,NA,NA,1.81818181818182,1368.36363636364,1568.45454545455,127,1387.81818181818,NA,NA,717.909090909091,NA,368.818181818182,123.727272727273,19.3636363636364,78166.6363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0,NA,NA,NA,NA,NA,83745.1818181818,123.745454545455,NA,83868.9272727273,0.0762887909100925,0.082571499689589,0.691101114447887,0.446966267445379,NA,0.074361114043065,0.330446848160752,0.28,165,71702.4545454545,106925.363636364,109099.727272727,378012.090909091,3,0.116,0.5272188619,0.95
"197","Sudan","SDN",729,196,"SD",0.306666666666667,1.35833456370884,37.8,92513,23248,713.67,NA,3.52,3762.81499624297,NA,NA,NA,0.170438686663081,NA,41.97,76.23,9,29,35523285.5454545,0.465,NA,14690.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3182,NA,NA,NA,NA,NA,NA,NA,47.4,NA,NA,20.4,NA,NA,NA,19920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,3920,33946.8,NA,NA,37866.8,0.0346147795568911,0.152430822784501,0.551059525693889,0.81468598830736,0.476855463628845,-1.76483935659582,0.23402734456632,0.03,180,2806.4,815.8,6410.8,1008.2,78,0.307,0.4518110516,0
"198","Sweden","SWE",752,197,"SE",8.68666666666667,10.9597106569097,174,156926,126955,1771.57665128787,0.757693009090909,5.33,44214.1367628351,1.00885057343274,76.10458,75.43692,NA,NA,54.58,70.76,4.3,9.7,9464747.45454546,NA,8.36363636363636,3396.09090909091,11895,8,13323.8181818182,NA,191.272727272727,950.818181818182,389,157357.727272727,1297.54545454545,64.0909090909091,20497.6363636364,167.181818181818,4292.09090909091,1744.90909090909,573.090909090909,NA,NA,42.7272727272727,1823.09090909091,6,0,0.363636363636364,0.636363636363636,8.09090909090909,NA,0.272727272727273,NA,NA,NA,0.0909090909090909,NA,NA,NA,NA,NA,176.181818181818,NA,NA,NA,NA,NA,NA,NA,NA,6986.18181818182,207221.090909091,4006.81818181818,NA,218214.090909091,0.193853116060599,0.0596328791552337,0.634727656483278,0.57547885267915,0.0508063317402546,1.59079028259624,0.453503516540766,0.03,59,625623.272727273,636505.454545455,3582873.09090909,2834930.27272727,14,0.226,0.4073484827,0
"199","Singapore","SGP",702,198,"SG",NA,NA,0.6,673,674,1931.71,0.658609263636364,4.82,77041.9863769445,0.919463226506625,63.2058472727273,68.7421154545455,0.756061619916179,NA,NA,NA,14,19,5127360.09090909,NA,8.84581818181818,387.731,NA,NA,NA,NA,210.658863636364,NA,0,43.5454545454545,35.3172454545455,468.862,1189.38403636364,34.7272727272727,401.728954545455,1263.038,NA,NA,NA,134.090909090909,302.600454545455,102.363636363636,56.4545454545455,NA,NA,13.4630909090909,101.785454545455,NA,NA,464.774,NA,NA,NA,NA,NA,NA,NA,2021.89772727273,NA,NA,NA,NA,NA,NA,NA,NA,691.430181818182,1933.18181818182,4361.69719090909,43.6983636363636,7030.00755454545,0.0988629537674753,0.0414721583121906,0.771379933530024,0.296378031800432,NA,-0.129963614723899,0.236869242831618,0.1,749,220712.636363636,61082.3636363636,993597.454545455,370245.727272727,24,0.761,0.6062638697,0.65
"200","St. Helena","SHN",654,199,"SH",NA,NA,NA,444898,196,253.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,372.727272727273,62.2727272727273,11.2727272727273,2.36363636363636,4.90909090909091,NA,NA,NA,NA,0.272727272727273,NA,12.8181818181818,367.636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834.272727272727,NA,NA,834.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0909090909091,801.181818181818,167.363636363636,11326,NA,NA,NA,NA
"201","Slovenia","SVN",705,200,"SI",3.07666666666667,5.48197422343648,31.87,192,192,341.15,0.781664090909091,5.23,29324.3554420313,0.877658498164385,73.2198290909091,83.4263318181818,0.951929358011776,NA,0.24,0.75,NA,NA,2045006,0.131333333333333,304.290909090909,26.6,781.5,4.23636363636364,47.1818181818182,NA,NA,16.6363636363636,NA,360.181818181818,NA,1.09090909090909,106.809090909091,3,15.2727272727273,341.272727272727,0,NA,NA,1.63636363636364,0.636363636363636,46.0909090909091,0.454545454545455,3.09090909090909,0.0909090909090909,0,NA,0.363636363636364,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2.18363636363636,NA,NA,NA,NA,NA,NA,NA,945.663636363636,722.183636363636,394.772727272727,NA,2062.62,0.184800271288626,0.0507255687278438,0.669210590610588,0.494297929576397,0.10738983283058,1.01170752807097,0.247474747474747,NA,NA,18577.6363636364,5965.90909090909,88413.3636363636,27201.5454545455,9,0.167,0.3480220711,0
"202","Svalbard & Jan Mayen","SJM",744,201,"SJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Slovakia","SVK",703,202,"SK",2.50666666666667,6.89339077825649,50.1,NA,NA,NA,0.855053416666667,7.95,25600.8591279185,0.903099480204675,81.5321883333333,90.2804066666667,0.77081689574591,NA,0.36,0.65,NA,NA,5399758.81818182,0.120125,1914.02636363636,254.237272727273,866.145454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184.5,1853,NA,NA,3037.5,0.143995235086367,0.0519678395117628,0.702183274093421,0.424129620989743,0.16375292531404,0.938284960660068,0.184242424242424,NA,NA,26659.1818181818,1961.72727272727,87979.3636363636,11088.0909090909,10,0.247,0.436755568,0
"204","Sierra Leone","SLE",694,203,"SL",7.74666666666667,35.6114005516396,160,159300,18301,651.22,NA,4.08,1325.84493581444,NA,NA,NA,NA,NA,3.73,8.28,31,210,6572594.36363636,0.529,NA,5306.27272727273,NA,NA,0,NA,760.545454545455,1281.09090909091,NA,102872.818181818,129.181818181818,11716.7272727273,42376.9090909091,943,10774.5454545455,NA,NA,NA,7004.18181818182,3599.63636363636,854.727272727273,334.727272727273,2420.90909090909,0,669.272727272727,0,63.6363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.1818181818182,191040,NA,NA,191108.181818182,0.0299059469504959,0.154460920368512,0.55244248362838,0.810143190712114,0.384628787983662,-0.230686155232516,0.129086788977485,0.05,1560,1430,5651.09090909091,3339.36363636364,10516,24,0.841,0.3415131552,0.93
"205","San Marino","SMR",674,204,"SM",NA,NA,NA,NA,NA,NA,NA,NA,61907.6361924717,NA,NA,NA,NA,NA,NA,NA,NA,NA,31662.2727272727,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.1833952665329,0.166666666666667,NA,NA,NA,NA,NA,NA,2,0,1,0
"206","Senegal","SEN",686,205,"SN",5.15,28.4320942215679,38.97,157709,18412,1393.03,0.0623076,2.92,2717.49381136484,0.407134008839385,3.73907666666667,9.18389666666667,NA,NA,8,16.23,84,570,13095656.2727273,0.467,641.333333333333,27655.5363636364,NA,390.777777777778,302.090909090909,NA,178.454545454545,4760.33333333333,30.1818181818182,244354,72.0909090909091,7808.36363636364,50902.8181818182,12131.8181818182,34315.8181818182,165.3,NA,NA,48,7238.36363636364,3437.90909090909,8412.72727272727,15803.9090909091,NA,514.363636363636,638.348181818182,6203,10347.0909090909,NA,NA,NA,NA,NA,3.41083333333333,NA,NA,NA,NA,NA,NA,NA,NA,266.454545454545,NA,13.75,NA,216.363636363636,434628.545454545,230.302727272727,100.445454545455,435175.657272727,0.0310836607135545,0.164430770399712,0.537008727243021,0.862167129264279,0.282844741113278,0.0533862072889778,0.313787878787879,0.02,1337,8132.45454545455,136348.545454545,11123.9090909091,298051,38,0.778,0.2948275592,0
"207","Somalia","SOM",706,206,"SO",NA,NA,14.7,831059,50065,848.52,NA,NA,NA,NA,NA,NA,NA,NA,14.58,19.49,61,420,12414972.4545455,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,500,28700,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,30000,0.0279685241049243,0.18213140096718,0.500387191718827,0.99845243153608,0.401024263447574,-1.99730443954468,0.099903346283076,0.28,6889,1749.63636363636,2262.18181818182,7598.09090909091,2924.54545454545,13,0.35,0.6522831286,0
"208","Suriname","SUR",740,207,"SR",4.82666666666667,15.4667806024354,99,127817,18422,867.52,0.219633,7.08,14251.7416664317,1.18528836172506,23.78434,20.06629,NA,NA,5.36,8.64,42,210,535169.090909091,NA,NA,567.640909090909,NA,NA,NA,NA,15.6666666666667,NA,0.0444444444444444,NA,NA,24416.1818181818,NA,20.1818181818182,273.25,NA,NA,NA,NA,129.909090909091,8839.39090909091,NA,1691.27272727273,NA,NA,NA,3.74545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7681818181818,35677.3636363636,NA,82.8636363636364,35771.9954545455,0.0663943274627188,0.0941889916833149,0.653694912555436,0.529765615110544,0.137839078537691,0.418307943777604,0.190730837789661,0.24,8954,1930.36363636364,16093.6363636364,4143.45454545455,71007.5454545455,21,0.709,0.3403090162,0
"209","South Sudan","SSD",728,208,"SS",NA,NA,49.5,NA,NA,NA,0.143358,NA,2404.84341324606,0.672885881677111,10.78809,16.03257,NA,NA,NA,NA,NA,NA,9637503.72727273,0.6074,NA,36600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,36600,NA,NA,36620,0.033648207193212,0.159769232909671,0.541913685045491,0.845312321123712,0.491678801377612,NA,0.268316084180062,NA,NA,190,NA,578.6,NA,72,0.929,0.3432077794,0
"210","S<U+00E3>o Tom<U+00E9> & Pr<U+00ED>ncipe","STP",678,209,"ST",9,34.6909931902865,2.18,165345,1971,687.37,0.3767452,5.96,3104.83638210127,0.687841765692158,30.82567,44.81506,NA,NA,NA,NA,11,36,183522.636363636,0.662,NA,0,NA,NA,NA,NA,NA,NA,NA,67.5454545454545,NA,1552.81818181818,956.363636363636,95.5,2314.18181818182,NA,NA,NA,NA,163.363636363636,NA,17,2010.63636363636,6.77777777777778,27.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7113.18181818182,NA,NA,7113.18181818182,0.0296431743054006,0.155190205929487,0.542019696567266,0.844951403672646,NA,0.223226575011557,0.137190082644628,0.05,335,43.7272727272727,4,243.909090909091,16.9,4,0.63,0.01623764869,0
"211","El Salvador","SLV",222,210,"SV",2.41,8.32182320441989,26.27,93713,13475,510.72,0.2535422,5.8,6574.13749321851,0.867680297881319,23.5398811111111,27.1296711111111,0.962918756366726,NA,1.51,3.33,20,21,6213590,0.353777777777778,0,1216.1,NA,6.5,NA,NA,NA,NA,6.69545454545455,NA,2.1,11369.1818181818,3871.5,NA,766,NA,NA,NA,NA,251.4,1444.77090909091,13.4545454545455,32551.3636363636,302,59.4545454545455,7.2,4770.96363636364,NA,NA,NA,NA,2739.63636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,3814.20454545455,51120.9090909091,13.7,657.861818181818,55605.43,0.0782687839640138,0.0930053317253397,0.633054555368972,0.579642688799792,0.0856695085914466,0.0836129895496099,0.228354978354978,0.15,3040,22739.8181818182,23332.1818181818,46169.7272727273,97529.5454545455,6,0.003,0.9997133438,0
"212","Sint Maarten","SXM",534,211,"SX",NA,NA,NA,NA,NA,NA,NA,9.88,33425.4878294975,NA,NA,NA,NA,NA,NA,NA,NA,NA,35515.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.816,0.6532663317,0.87
"213","Syria","SYR",760,212,"SY",NA,NA,16.8,10189,960,350.12,0.214802,NA,NA,0.72144154301724,17.9417966666667,24.86937,NA,NA,7.65,12.02,3,14,19767886,0.352,2866.09090909091,4477,NA,NA,43.6363636363636,NA,NA,NA,NA,306.363636363636,NA,215.909090909091,653.545454545455,215.818181818182,481.636363636364,NA,NA,NA,NA,96.8181818181818,NA,NA,399.181818181818,109.545454545455,68.7272727272727,NA,2419.27272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6266.27272727273,6087.27272727273,NA,NA,12353.5454545455,0.0409323089418328,0.120761650126291,0.621665914344196,0.608581035128674,0.189994683147348,-1.84671560200778,0.122909090909091,0.02,10,23230.6363636364,96.3636363636364,51437,336.636363636364,19,0.363,0.4737233471,0
"214","Eswatini","SWZ",748,213,"SZ",1.19333333333333,6.18521078092606,4.51,NA,NA,NA,NA,7.14,7993.03996393828,NA,NA,NA,0.894293833407273,NA,0.06,0.06,NA,NA,1072927.36363636,0.63,NA,61.3636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.25,61.3636363636364,NA,NA,141.545454545455,0.0387729410311194,0.132660839488687,0.572128652493203,0.747858625227444,0.244338334310094,-1.33519299463792,0.104132231404959,NA,NA,2012.36363636364,109.272727272727,5341.81818181818,104.181818181818,5,0.209,0.8543126568,0.99
"215","Turks & Caicos Islands","TCA",796,214,"TC",NA,NA,NA,153533,5560,222.2,NA,11.47,21459.8095195262,NA,NA,NA,NA,NA,NA,NA,NA,NA,33241.3636363636,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,265.818181818182,40.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,NA,NA,NA,NA,2883.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3189.27272727273,0.7,NA,3189.97272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420.63636363636,571.090909090909,4090.72727272727,3722.63636363636,2,0.146,0.07917383821,0.92
"216","Chad","TCD",148,215,"TD",3.57666666666667,16.2133575098217,45.7,NA,NA,NA,0.0510442,6.77,1678.44450901932,0.215954624912713,1.84319,8.53508,NA,NA,24.04,41.16,NA,NA,12424852.9090909,0.467,NA,97283.6363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5555555555556,97274.5454545455,NA,NA,97321.6363636364,0.0249922937406195,0.186482293074611,0.498028364904938,1.00791776225613,0.561856651690365,-1.37464400854978,0.1039371061334,NA,NA,620.181818181818,78.7,904,68.7,134,0.933,0.4077597776,0
"217","French Southern Territories","ATF",260,216,"TF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,380.363636363636,78.1818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.545454545455,NA,NA,458.545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Togo","TGO",768,217,"TG",3.19666666666667,25.4782146652497,14.7,15442,1167,744.88,0.0905326,13.29,1204.79157369367,0.193615568756367,3.16366,16.339905,0.640001750772428,NA,0.87,1.84,11,36,6612250.09090909,0.585,NA,1535,NA,NA,NA,NA,12,39.4545454545455,NA,8340.54545454545,2.4,968.363636363636,1663.81818181818,15.7272727272727,4368.90909090909,NA,NA,NA,607.454545454545,63.3636363636364,1.8,2.33333333333333,2342.90909090909,0,0,NA,3619.63636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8181818181818,23523.0909090909,NA,NA,23582.9090909091,0.0281263668750542,0.156631878210378,0.553342077864984,0.807200355805944,0.253370215308936,-0.827553906223991,0.130400463733797,0.05,554,37568.0909090909,1241.18181818182,22548,5484.36363636364,44,0.905,0.1726569784,0
